date,tmean_c,tmax_c,tmin_c,dtr_c,relative_humidity_pct,soil_moisture_0_7cm_m3m3,gdd_base10,heat_day_tmax_ge35,cold_day_tmin_lt13,available_grid_count
2023-06-07,27.82857142857143,31.842857142857145,25.114285714285717,6.728571428571428,77.57142857142857,0.32142857142857145,17.82857142857143,0,0,7
2023-06-08,27.099999999999998,30.62857142857143,25.0,5.62857142857143,85.14285714285714,0.35114285714285715,17.099999999999998,0,0,7
2023-06-09,26.599999999999998,28.97142857142857,25.2,3.7714285714285722,81.57142857142857,0.3972857142857143,16.599999999999998,0,0,7
2023-06-10,28.485714285714288,33.65714285714286,24.285714285714285,9.371428571428574,74.57142857142857,0.38885714285714285,18.485714285714288,0,0,7
2023-06-11,28.857142857142858,33.51428571428571,24.25714285714286,9.257142857142853,73.85714285714286,0.34885714285714287,18.857142857142858,0,0,7
2023-06-12,29.47142857142857,34.385714285714286,25.114285714285717,9.271428571428569,72.85714285714286,0.32557142857142857,19.47142857142857,0,0,7
2023-06-13,27.542857142857144,29.857142857142858,25.957142857142856,3.900000000000002,83.0,0.3617142857142857,17.542857142857144,0,0,7
2023-06-14,27.057142857142857,29.67142857142857,24.8,4.87142857142857,78.85714285714286,0.3734285714285714,17.057142857142857,0,0,7
2023-06-15,27.142857142857142,31.014285714285712,24.814285714285713,6.199999999999999,84.42857142857143,0.3765714285714286,17.142857142857142,0,0,7
2023-06-16,27.642857142857142,32.32857142857143,24.814285714285713,7.514285714285716,86.85714285714286,0.4002857142857143,17.642857142857142,0,0,7
2023-06-17,28.314285714285713,31.599999999999998,26.17142857142857,5.428571428571427,83.28571428571429,0.3974285714285714,18.314285714285713,0,0,7
2023-06-18,27.885714285714283,31.114285714285717,25.885714285714283,5.228571428571435,84.42857142857143,0.394,17.885714285714283,0,0,7
2023-06-19,27.785714285714285,32.34285714285714,25.242857142857144,7.099999999999998,84.71428571428571,0.3931428571428571,17.785714285714285,0,0,7
